fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
SECPX,SEI Daily Income Trust Ultra Short Duration Bond Fund Class F,Ultrashort Bond,311690000.0,1.09,2.36,4.0,,,USD,3.01,0.0,96.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.66,1.42
SECUX,Guggenheim StylePlus - Mid Growth Fund Class A,Mid-Cap Growth,85850000.0,18.57,0.87,3.0,Growth,Medium,USD,25.24,18.13,49.03,13.81,1.07,2.56,13.71,2.37,0.55,7.82,10.46,0.0,2.29,3.81,28.08,28.35,-7.28,24.14,8.17
SEDAX,SEI Institutional Investments Trust Emerging Markets Debt Fund Class A,Emerging Markets Bond,2280000000.0,5.9,2.99,2.0,,,USD,2.66,0.0,94.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.11,15.31,10.46
SEDIX,SEI Asset Allocation Trust Defensive Strategy Fund Class I,Intermediate Government,19970000.0,2.54,1.56,3.0,Blend,Large,USD,27.88,13.0,57.36,15.4,1.35,3.04,9.64,12.25,5.94,16.98,14.22,7.4,5.41,5.43,8.94,10.77,-0.61,2.56,2.21
SEEAX,SEI Institutional Managed Trust Enhanced Income Fund Class F,Ultrashort Bond,66930000.0,2.31,3.03,5.0,Value,Small,USD,31.08,0.0,67.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.49,2.92,4.24
SEECX,Crossmark Steward Large Cap Enhanced Index Fund Class Institutional,Large Blend,413490000.0,13.59,1.16,4.0,Blend,Large,USD,1.18,98.82,0.0,14.61,1.28,2.29,11.06,19.08,2.19,8.18,12.39,3.52,1.89,7.83,11.36,20.2,-6.91,21.34,11.02
SEEGX,JPMorgan Large Cap Growth Fund Class I,Large Growth,14890000000.0,19.35,0.0,4.0,Growth,Large,USD,4.92,95.08,0.0,29.86,4.1,0.95,18.18,14.96,1.89,4.21,18.08,0.0,0.0,0.0,10.12,31.62,0.32,37.99,-2.04
SEEIX,SEI Institutional International Trust International Equity Fund Class I,Foreign Large Blend,4030000000.0,10.15,1.11,3.0,Blend,Large,USD,6.12,93.88,0.0,12.89,0.99,6.66,11.83,20.39,1.18,9.6,11.61,1.63,4.69,7.03,12.31,13.07,-16.99,26.31,-0.76
SEEKX,Crossmark Steward Large Cap Enhanced Index Fund Class A,Large Blend,413490000.0,13.51,0.97,4.0,Blend,Large,USD,1.18,98.82,0.0,14.61,1.28,2.29,11.06,19.08,2.19,8.18,12.39,3.52,1.89,7.83,11.36,20.2,-7.18,20.99,10.66
SEFIX,SEI Institutional International Trust International Fixed Income Fund Class F,World Bond,481930000.0,2.71,3.89,3.0,,,USD,7.5,0.0,79.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.79,4.56
SEGIX,Guggenheim Large Cap Value Fund Class C,Large Value,62320000.0,10.76,0.0,2.0,Value,Large,USD,3.36,96.61,0.0,11.46,1.23,5.82,3.24,24.19,3.08,6.82,17.43,8.5,3.33,11.41,7.14,9.04,-10.63,14.37,20.2
SEGMX,SEI Daily Income Trust GNMA Fund Class F,Intermediate Government,66150000.0,2.6,2.85,5.0,,,USD,6.15,0.0,93.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.65,1.51
SEIIX,SEI Institutional Managed Trust Enhanced Income Fund Class I,Ultrashort Bond,66930000.0,2.32,2.74,5.0,Value,Small,USD,31.08,0.0,67.32,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2,2.69,3.95
SEIMX,SEI Tax Exempt Trust Intermediate-Term Municipal Fund Class F,Muni National Interm,2060000000.0,2.8,2.46,3.0,,,USD,0.39,0.0,99.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.61,-0.27
SEIRX,SEI Institutional Managed Trust Real Estate Fund Class I,Real Estate,136060000.0,15.6,0.99,3.0,Blend,Medium,USD,2.24,97.76,0.0,44.2,7.31,0.0,0.81,0.0,98.34,0.0,0.0,0.0,0.0,0.0,0.84,0.0,-6.18,4.98,6.47
SEITX,SEI Institutional International Trust International Equity Fund Class F,Foreign Large Blend,4030000000.0,10.27,1.45,3.0,Blend,Large,USD,6.12,93.88,0.0,12.89,0.99,6.66,11.83,20.39,1.18,9.6,11.61,1.63,4.69,7.03,12.31,13.07,-16.71,26.66,-0.53
SEIYX,SEI Institutional Managed Trust High Yield Bond Fund Class I,High Yield Bond,1610000000.0,6.7,5.33,4.0,Value,Small,USD,5.95,2.01,90.36,8.23,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,7.31,16.79
SEKAX,DWS Emerging Markets Equity Fund - Class A,Diversified Emerging Mkts,359940000.0,10.53,0.49,3.0,Blend,Large,USD,11.36,88.62,0.0,10.99,1.42,10.65,11.82,29.49,2.79,7.51,0.25,0.34,4.55,7.02,1.98,23.58,-12.42,37.38,9.72
SEKCX,DWS Emerging Markets Equity Fund - Class C,Diversified Emerging Mkts,359940000.0,10.35,0.0,3.0,Blend,Large,USD,11.36,88.62,0.0,10.99,1.42,10.65,11.82,29.49,2.79,7.51,0.25,0.34,4.55,7.02,1.98,23.58,-13.15,36.4,8.87
SEKIX,DWS Emerging Markets Equity Fund - Class Inst,Diversified Emerging Mkts,359940000.0,10.58,0.72,4.0,Blend,Large,USD,11.36,88.62,0.0,10.99,1.42,10.65,11.82,29.49,2.79,7.51,0.25,0.34,4.55,7.02,1.98,23.58,-12.24,37.78,9.96
SEKSX,American Independence Kansas Tax-Exempt Bond Fund Institutional Class,Muni Single State Interm,138930000.0,2.01,2.48,3.0,,,USD,2.6,0.0,97.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.0,0.55
SELCX,SEI Institutional Managed Trust Large Cap Growth Fund Class F,Large Growth,1480000000.0,16.1,0.16,3.0,Growth,Large,USD,2.16,97.83,0.0,22.21,3.02,3.09,17.62,14.44,1.14,4.52,15.61,0.48,1.07,0.19,12.05,29.79,-0.89,28.39,-0.64
SEMAX,Columbia AMT-Free Massachusetts Intermediate Muni Bond Fund Institutional Class,Muni Massachusetts,215810000.0,2.41,2.98,3.0,Blend,Medium,USD,0.03,0.0,99.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.01,-0.63
SEMCX,SEI Institutional Managed Trust Mid-Cap Portfolio Fund Class F,Mid-Cap Blend,109410000.0,14.96,0.82,4.0,Blend,Medium,USD,5.86,94.14,0.0,13.81,1.16,5.51,14.59,11.26,8.02,6.22,11.47,5.81,1.53,3.35,15.08,17.15,-11.88,20.33,15.58
SEMDX,Western Asset Emerging Markets Debt Fund Class I,Emerging Markets Bond,41030000.0,7.11,5.37,2.0,Growth,Small,USD,13.89,0.0,76.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.51,9.9,11.23
SEMGX,DWS Emerging Markets Equity Fund - Class S,Diversified Emerging Mkts,359940000.0,10.56,0.65,4.0,Blend,Large,USD,11.36,88.62,0.0,10.99,1.42,10.65,11.82,29.49,2.79,7.51,0.25,0.34,4.55,7.02,1.98,23.58,-12.25,37.71,9.95
SEMNX,Hartford Schroders Emerging Markets Equity Fund Class I,Diversified Emerging Mkts,3670000000.0,10.45,1.1,4.0,Blend,Large,USD,1.36,98.64,0.0,12.25,1.13,4.19,11.16,28.43,0.6,7.64,0.25,0.61,3.76,12.63,1.44,29.28,-15.56,40.87,10.41
SEMVX,Hartford Schroders Emerging Markets Equity Fund Class A,Diversified Emerging Mkts,3670000000.0,10.42,0.9,4.0,Blend,Large,USD,1.36,98.64,0.0,12.25,1.13,4.19,11.16,28.43,0.6,7.64,0.25,0.61,3.76,12.63,1.44,29.28,-15.77,40.54,10.22
SENAX,Wells Fargo Enterprise Fund - Class A,Mid-Cap Growth,726620000.0,22.63,0.0,3.0,Growth,Medium,USD,0.56,95.34,0.0,25.62,2.9,7.13,17.26,4.84,0.0,4.15,15.08,0.0,1.1,0.0,20.75,29.7,-6.03,28.51,4.15
SENCX,Touchstone Large Cap Focused Fund Class A,Large Blend,1710000000.0,13.06,0.58,4.0,Growth,Large,USD,1.62,98.38,0.0,17.76,1.87,0.95,14.19,18.47,1.95,7.03,13.17,1.45,3.79,5.05,8.29,25.64,-2.66,23.08,11.26
SENJX,SEI Tax Exempt Trust New Jersey Municipal Bond Fund Class F,Muni New Jersey,123600000.0,2.34,1.97,1.0,,,USD,2.28,0.0,97.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3.91,-0.16
SENYX,SEI Tax Exempt Trust New York Municipal Bond Fund Class F,Muni New York Intermediate,197920000.0,2.62,1.75,2.0,,,USD,0.3,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,3.4,-0.74
SEPAX,SEI Tax Exempt Trust Pennsylvania Municipal Bond Fund Class F,Muni Pennsylvania,176510000.0,2.74,1.84,1.0,,,USD,0.6,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,3.99,-0.83
SEPCX,Saratoga Energy & Basic Materials Portfolio Fund Class C,Natural Resources,1750000.0,12.62,0.0,2.0,Value,Large,USD,1.85,98.15,0.0,11.13,0.61,30.15,6.95,0.0,0.0,0.0,0.0,0.0,0.0,62.89,0.0,0.0,-18.48,7.8,18.64
SEPIX,Saratoga Energy & Basic Materials Portfolio Fund Class Institutional,Natural Resources,1750000.0,11.21,0.0,2.0,Value,Large,USD,1.85,98.15,0.0,11.13,0.61,30.15,6.95,0.0,0.0,0.0,0.0,0.0,0.0,62.89,0.0,0.0,-17.6,8.79,19.96
SEPKX,Wells Fargo Enterprise Fund - Class Admin,Mid-Cap Growth,726620000.0,22.65,0.0,3.0,Growth,Medium,USD,0.56,95.34,0.0,25.62,2.9,7.13,17.26,4.84,0.0,4.15,15.08,0.0,1.1,0.0,20.75,29.7,-5.95,28.62,4.24
SEQAX,Guggenheim World Equity Income Fund Class A,World Large Stock,81410000.0,9.72,2.23,2.0,Value,Large,USD,1.02,98.99,0.0,13.19,1.51,0.66,8.69,15.11,8.91,13.28,12.24,7.79,8.12,5.68,10.46,9.05,-8.69,14.7,9.75
SEQUX,Sequoia Fund,Large Growth,3830000000.0,14.68,0.0,1.0,Growth,Large,USD,7.37,92.63,0.0,21.42,2.01,0.0,26.13,28.33,0.0,3.03,0.0,0.0,3.98,0.0,11.36,27.17,-2.62,20.06,-6.9
SERAX,DWS World Dividend Fund - Class A,World Large Stock,178590000.0,11.38,1.06,2.0,Blend,Large,USD,3.02,93.32,0.0,16.7,0.59,12.37,7.28,22.65,0.0,18.42,10.17,1.65,3.93,10.65,10.71,2.18,-12.12,8.67,11.92
SERCX,DWS World Dividend Fund - Class C,World Large Stock,178590000.0,11.18,0.33,1.0,Blend,Large,USD,3.02,93.32,0.0,16.7,0.59,12.37,7.28,22.65,0.0,18.42,10.17,1.65,3.93,10.65,10.71,2.18,-12.77,7.82,11.06
SERNX,DWS World Dividend Fund - Class Inst,World Large Stock,178590000.0,11.5,1.31,2.0,Blend,Large,USD,3.02,93.32,0.0,16.7,0.59,12.37,7.28,22.65,0.0,18.42,10.17,1.65,3.93,10.65,10.71,2.18,-11.93,8.91,12.21
SESIX,1919 Socially Responsive Balanced Fund Class B,Allocation - 50% to 70% Equity,148490000.0,10.55,0.05,4.0,Growth,Large,USD,8.19,65.41,26.4,18.92,2.5,0.0,13.76,17.84,2.59,7.99,17.04,2.81,0.78,0.0,13.42,23.76,-2.02,15.33,4.55
SESLX,1919 Socially Responsive Balanced Fund Class C,Allocation - 50% to 70% Equity,148490000.0,10.58,0.05,4.0,Growth,Large,USD,8.19,65.41,26.4,18.92,2.5,0.0,13.76,17.84,2.59,7.99,17.04,2.81,0.78,0.0,13.42,23.76,-1.95,15.47,5.02
SESVX,SEI Institutional Managed Trust Small Cap Value Fund Class F,Small Value,328060000.0,13.02,0.87,2.0,Value,Small,USD,9.98,90.01,0.0,11.6,0.65,7.86,17.55,23.23,10.66,4.9,5.18,1.06,0.14,4.62,11.29,13.5,-16.96,7.61,20.52
SETAX,SEI Institutional Managed Trust Real Estate Fund Class F,Real Estate,136060000.0,15.67,1.17,3.0,Blend,Medium,USD,2.24,97.76,0.0,44.2,7.31,0.0,0.81,0.0,98.34,0.0,0.0,0.0,0.0,0.0,0.84,0.0,-5.92,5.21,6.66
SETMX,Columbia AMT-Free Intermediate Muni Bond Fund Institutional Class,Muni National Interm,1290000000.0,2.48,3.21,4.0,Blend,Medium,USD,0.1,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4.39,-0.09
SEUIX,SEI Institutional Managed Trust Large Cap Value Fund Class I,Large Value,1350000000.0,10.94,1.53,3.0,Value,Large,USD,2.72,97.28,0.0,12.63,1.08,3.34,8.78,18.73,3.83,9.02,14.49,4.71,5.16,11.25,8.57,12.13,-9.92,17.13,14.68
SEVAX,Guggenheim Mid Cap Value Fund Class A,Small Value,395800000.0,11.88,0.11,4.0,Value,Medium,USD,1.26,98.72,0.0,12.01,1.12,7.23,11.25,20.87,10.14,5.39,5.34,13.01,0.0,4.11,11.23,11.43,-13.08,13.33,26.83
SEVIX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class I,Large Value,1790000000.0,10.97,1.27,4.0,Value,Large,USD,2.59,97.41,0.0,15.25,1.42,1.15,9.46,11.72,7.37,16.35,10.53,10.3,5.43,2.86,12.45,12.36,-3.03,13.7,11.78
SEVSX,Guggenheim Mid Cap Value Fund Class C,Small Value,395800000.0,11.63,0.0,3.0,Value,Medium,USD,1.26,98.72,0.0,12.01,1.12,7.23,11.25,20.87,10.14,5.39,5.34,13.01,0.0,4.11,11.23,11.43,-13.76,12.48,25.8
SFAAX,Wells Fargo Index Asset Allocation Fund - Class A,Allocation - 50% to 70% Equity,1290000000.0,9.32,0.88,5.0,Blend,Large,USD,1.19,59.37,39.35,16.63,1.97,2.5,11.54,16.01,2.44,7.59,14.8,3.26,3.5,5.41,10.56,22.39,-2.82,12.25,7.5
SFBDX,State Farm Municipal Bond Fund,Muni National Interm,689800000.0,2.48,2.85,4.0,Blend,Medium,USD,0.56,0.0,99.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,3.9,0.3
SFCCX,Wells Fargo California Limited-Term Tax-Free Fund - Class C,Muni Single State Short,576230000.0,1.24,1.1,2.0,Value,Medium,USD,1.63,0.0,98.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,1.41,-1.29
SFCIX,Wells Fargo California Limited-Term Tax-Free Fund - Class A,Muni Single State Short,576230000.0,1.42,1.84,4.0,Value,Medium,USD,1.63,0.0,98.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.08,-0.46
SFECX,Guggenheim StylePlus - Large Core Fund Class C,Large Blend,200160000.0,12.97,0.0,3.0,Value,Large,USD,22.21,18.84,52.09,11.65,1.1,1.18,7.42,6.92,0.32,11.3,14.55,0.0,4.69,10.02,18.48,25.12,-7.72,20.92,11.98
SFENX,Schwab Fundamental Emerging Markets Large Company Index Fund,Diversified Emerging Mkts,617730000.0,7.52,2.7,3.0,Value,Large,USD,0.13,99.87,0.0,8.43,0.63,8.55,4.2,24.75,1.91,4.99,0.35,2.66,10.81,24.81,2.63,14.33,-9.93,26.42,31.89
SFGCX,Guggenheim World Equity Income Fund Class C,World Large Stock,81410000.0,9.5,1.44,2.0,Value,Large,USD,1.02,98.99,0.0,13.19,1.51,0.66,8.69,15.11,8.91,13.28,12.24,7.79,8.12,5.68,10.46,9.05,-9.37,13.84,8.9
SFHYX,Hundredfold Select Alternative Fund Service Class,Tactical Allocation,55480000.0,5.55,0.25,4.0,,,USD,92.36,3.19,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81,8.96,8.98
SFILX,Schwab Fundamental International Small Company Index Fund,Foreign Small/Mid Blend,802440000.0,8.97,2.41,4.0,Value,Medium,USD,0.13,99.69,0.0,12.69,0.55,10.35,19.41,11.16,5.47,8.58,4.78,2.59,1.87,3.67,22.93,9.21,-18.57,29.08,9.1
SFITX,State Farm Interim Fund,Short Government,332720000.0,1.24,1.54,3.0,Value,Large,USD,10.43,0.0,89.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.71,0.65
SFLAX,AIG Focused Alpha Large-Cap Fund Class A,Large Growth,628080000.0,14.21,0.0,3.0,Growth,Large,USD,0.56,99.44,0.0,16.97,1.92,5.53,10.66,23.24,0.0,0.0,14.12,4.93,11.0,4.91,10.26,15.34,-3.11,30.89,5.93
SFLNX,Schwab Fundamental US Large Company Index Fund,Large Value,4950000000.0,12.37,2.4,5.0,Value,Large,USD,0.19,99.81,0.0,14.16,1.06,2.82,11.61,14.21,1.68,10.5,11.71,4.0,5.15,10.24,11.55,16.53,-7.27,17.05,16.31
SFLTX,Virtus Seix High Grade Municipal Bond Fund Class A,Muni National Long,51200000.0,2.79,2.46,3.0,Blend,Large,USD,21.85,0.0,78.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.39,0.52
SFMIX,American Beacon Stephens Mid-Cap Growth Fund Institutional Class,Mid-Cap Growth,170010000.0,18.37,0.0,4.0,Growth,Medium,USD,2.37,97.63,0.0,27.67,3.82,0.2,13.99,4.28,1.82,4.95,18.32,0.0,0.0,2.48,15.03,38.93,2.2,28.36,6.81
SFNNX,Schwab Fundamental International Large Company Index Fund,Foreign Large Value,1390000000.0,8.96,3.22,4.0,Value,Large,USD,0.39,99.58,0.0,11.19,0.68,9.63,13.33,19.01,1.72,9.06,6.74,5.62,5.66,9.73,12.45,7.05,-13.91,23.92,7.43
SFPAX,Saratoga Financial Service Portfolio Fund Class A,Financial,1330000.0,9.12,0.0,2.0,Value,Large,USD,2.48,97.52,0.0,11.55,2.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.31,19.28,14.98
SFPCX,Saratoga Financial Service Portfolio Fund Class C,Financial,1330000.0,8.96,0.0,2.0,Value,Large,USD,2.48,97.52,0.0,11.55,2.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.85,18.57,14.29
SFPIX,Saratoga Financial Service Portfolio Fund Class Institutional,Financial,1330000.0,9.25,0.0,2.0,Value,Large,USD,2.48,97.52,0.0,11.55,2.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.02,19.84,15.42
SFRAX,Virtus Seix Floating Rate High Income Fund Class A,Bank Loan,4820000000.0,3.93,4.85,4.0,Value,Small,USD,2.65,0.6,96.5,0.0,0.0,0.0,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.54,0.0,-0.11,3.43,10.93
SFRCX,Virtus Seix Floating Rate High Income Fund Class C,Bank Loan,4820000000.0,3.79,4.27,2.0,Value,Small,USD,2.65,0.6,96.5,0.0,0.0,0.0,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.54,0.0,-0.68,2.82,10.29
SFSLX,1919 Financial Services Fund Class C,Financial,224410000.0,9.15,0.0,3.0,Blend,Medium,USD,1.6,98.4,0.0,12.38,3.01,0.0,0.0,85.55,4.25,0.0,0.0,0.0,0.0,0.0,7.36,2.85,-15.57,13.82,25.67
SFSNX,Schwab Fundamental US Small Company Index Fund,Small Blend,1720000000.0,13.64,1.55,4.0,Blend,Small,USD,0.16,99.84,0.0,15.41,0.78,8.28,16.31,12.39,11.53,5.46,5.27,3.83,1.13,4.74,19.18,11.88,-12.05,12.75,23.48
SFVAX,AIG Strategic Value Fund Class A,Large Value,208390000.0,9.41,1.22,2.0,Value,Large,USD,0.55,99.45,0.0,12.4,1.28,3.39,6.79,21.51,1.49,13.17,14.08,3.32,3.32,8.29,12.74,11.89,-10.82,15.64,12.33
SFVCX,ClearBridge All Cap Value Fund Class C,Large Value,1620000000.0,13.58,0.22,1.0,Value,Large,USD,0.46,99.54,0.0,12.42,1.38,4.19,8.59,28.26,4.27,6.01,14.19,5.24,3.48,9.74,6.77,9.26,-15.28,16.29,16.95
SFVTX,AIG Strategic Value Fund Class C,Large Value,208390000.0,9.21,0.6,2.0,Value,Large,USD,0.55,99.45,0.0,12.4,1.28,3.39,6.79,21.51,1.49,13.17,14.08,3.32,3.32,8.29,12.74,11.89,-11.54,14.91,11.55
SFVYX,ClearBridge All Cap Value Fund Class I,Large Value,1620000000.0,13.83,1.07,2.0,Value,Large,USD,0.46,99.54,0.0,12.42,1.38,4.19,8.59,28.26,4.27,6.01,14.19,5.24,3.48,9.74,6.77,9.26,-14.37,17.54,18.17
SGATX,Virtus Seix Georgia Tax-Exempt Bond Fund Class I,Muni Single State Interm,65430000.0,1.23,2.74,4.0,Blend,Medium,USD,4.14,0.0,95.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,4.43,0.23
SGCAX,Wells Fargo California Tax-Free Fund - Class Admin,Muni California Long,994600000.0,2.62,3.43,3.0,Blend,Medium,USD,0.61,0.0,98.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.25,-0.09
SGENX,First Eagle Global Fund Class A,World Allocation,49610000000.0,9.88,0.73,5.0,Blend,Large,USD,13.63,76.37,1.07,15.63,1.44,12.91,7.1,17.77,2.79,10.78,5.08,0.32,5.88,8.25,15.61,13.51,-8.51,13.48,10.65
SGFFX,Sparrow Growth Fund Class A,Large Growth,23480000.0,25.47,0.0,2.0,Growth,Medium,USD,0.0,100.0,0.0,43.44,5.92,0.0,13.28,8.44,1.34,0.0,36.57,0.0,0.6,0.0,0.0,39.77,6.56,31.28,-4.42
SGGAX,DWS Large Cap Focus Growth Fund - Class A,Large Growth,245280000.0,16.97,0.0,3.0,Growth,Large,USD,2.38,97.62,0.0,22.89,2.71,0.87,16.52,13.06,1.59,5.55,16.24,0.0,2.61,0.65,12.4,30.52,-2.14,24.8,2.64
SGGCX,DWS Large Cap Focus Growth Fund - Class C,Large Growth,245280000.0,16.75,0.0,3.0,Growth,Large,USD,2.38,97.62,0.0,22.89,2.71,0.87,16.52,13.06,1.59,5.55,16.24,0.0,2.61,0.65,12.4,30.52,-2.89,23.88,1.85
SGGDX,First Eagle Gold Fund Class A,Equity Precious Metals,956700000.0,7.1,0.0,5.0,Growth,Medium,USD,4.21,74.21,0.0,28.05,2.69,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.9,8.12,36.92
SGGIX,DWS Large Cap Focus Growth Fund - Class Inst,Large Growth,245280000.0,16.99,0.1,3.0,Growth,Large,USD,2.38,97.62,0.0,22.89,2.71,0.87,16.52,13.06,1.59,5.55,16.24,0.0,2.61,0.65,12.4,30.52,-1.88,25.12,2.91
SGHAX,DWS Global High Income Fund - Class A,High Yield Bond,438320000.0,7.71,4.87,3.0,Value,Small,USD,7.82,0.05,91.63,12.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.47,7.22,12.94
SGHCX,DWS Global High Income Fund - Class C,High Yield Bond,438320000.0,7.5,4.14,3.0,Value,Small,USD,7.82,0.05,91.63,12.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32,6.6,11.89
SGHSX,DWS Global High Income Fund - Class S,High Yield Bond,438320000.0,7.73,5.07,4.0,Value,Small,USD,7.82,0.05,91.63,12.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37,7.6,13.12
SGIDX,Crossmark Steward Global Equity Income Fund Class A,World Large Stock,310750000.0,10.67,2.06,4.0,Blend,Large,USD,0.27,99.73,0.0,13.58,1.38,3.08,15.8,13.01,3.44,7.98,13.92,3.36,4.54,6.77,7.69,20.42,-7.92,21.94,13.67
SGIEX,Columbia Contrarian Core Fund Class V,Large Blend,9980000000.0,14.12,0.86,3.0,Blend,Large,USD,2.66,97.34,0.0,17.04,2.46,3.81,11.26,17.22,0.0,7.47,13.67,0.97,7.05,5.3,8.3,24.93,-9.17,21.4,8.37
SGIIX,First Eagle Global Fund Class I,World Allocation,49610000000.0,9.94,1.02,5.0,Blend,Large,USD,13.63,76.37,1.07,15.63,1.44,12.91,7.1,17.77,2.79,10.78,5.08,0.32,5.88,8.25,15.61,13.51,-8.26,13.78,10.94
SGINX,DWS GNMA Fund - Class S,Intermediate Government,1550000000.0,2.26,2.69,3.0,Blend,Large,USD,7.56,0.0,92.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.52,1.32
SGISX,Crossmark Steward Global Equity Income Fund Class Institutional,World Large Stock,310750000.0,10.74,2.34,4.0,Blend,Large,USD,0.27,99.73,0.0,13.58,1.38,3.08,15.8,13.01,3.44,7.98,13.92,3.36,4.54,6.77,7.69,20.42,-7.63,22.3,14.02
SGLSX,BlackRock Energy & Resources Portfolio Institutional Shares,Equity Energy,109240000.0,18.6,0.47,2.0,Blend,Medium,USD,2.41,97.59,0.0,18.35,0.94,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.09,0.0,0.0,-28.58,-5.87,32.89
SGMIX,SEI Institutional Managed Trust Global Managed Volatility Fund Class I,World Large Stock,1290000000.0,9.19,2.3,3.0,Value,Large,USD,2.66,97.13,0.0,15.07,1.25,3.77,11.83,13.38,5.73,20.84,15.45,9.2,7.96,0.35,7.28,4.21,-6.8,16.86,6.93
SGNFX,Sparrow Growth Fund No-Load Class,Large Growth,23480000.0,25.51,0.0,2.0,Growth,Medium,USD,0.0,100.0,0.0,43.44,5.92,0.0,13.28,8.44,1.34,0.0,36.57,0.0,0.6,0.0,0.0,39.77,6.73,31.63,-4.18
SGOAX,SEI Asset Allocation Trust Market Growth Strategy Allocation Fund Class F,Allocation - 70% to 85% Equity,133210000.0,11.29,1.34,4.0,Blend,Large,USD,4.74,84.2,10.78,14.82,1.25,4.42,11.88,19.33,3.45,9.03,14.33,2.15,2.44,6.0,11.56,15.41,-8.88,20.12,8.1
SGOIX,First Eagle Overseas Fund Class I,Foreign Large Blend,13760000000.0,7.92,1.46,4.0,Blend,Large,USD,11.8,77.21,1.83,14.39,1.13,15.78,10.54,14.69,4.97,15.8,5.71,0.0,5.62,4.57,15.73,6.59,-9.99,14.37,5.9
